['1090', '12353', '0.00', '20.00']
['1206', '8874', '0.00', '76.55']
['1196', '9180', '0.00', '77.44']
['1191', '9318', '0.00', '78.32']
['1186', '9439', '0.00', '79.21']
['1179', '9651', '0.00', '80.09']
['1174', '9707', '0.00', '80.97']
['1170', '9860', '0.00', '81.86']
['1164', '10046', '0.00', '82.74']
['1158', '10160', '0.00', '83.62']
['1155', '10300', '0.00', '84.51']
['1151', '10498', '0.00', '85.39']
['1148', '10616', '0.00', '86.27']
['1145', '10785', '0.00', '87.16']
['1141', '11093', '0.00', '88.04']
['1139', '11251', '0.00', '88.93']
['1136', '11522', '0.00', '89.81']
['1132', '11704', '0.00', '90.69']
['1131', '11958', '0.00', '91.58']
['1130', '12209', '0.00', '92.46']
['1129', '12556', '0.00', '93.34']
['1129', '12673', '0.00', '94.23']
['1128', '12787', '0.00', '95.11']
['1127', '12932', '0.00', '95.99']
['1127', '12934', '0.00', '96.88']
['1129', '12888', '0.00', '97.76']
['1128', '12802', '0.00', '98.65']
['1129', '12712', '0.00', '99.53']
['1130', '12550', '0.00', '100.41']
['1131', '12209', '0.00', '101.30']
['1131', '12043', '0.00', '102.18']
['1133', '11745', '0.00', '103.06']
['1137', '11424', '0.00', '103.95']
['1137', '11261', '0.00', '104.83']
['1140', '11088', '0.00', '105.71']
['1144', '10818', '0.00', '106.60']
['1147', '10652', '0.00', '107.48']
['1148', '10572', '0.00', '108.37']
['1153', '10328', '0.00', '109.25']
['1156', '10270', '0.00', '110.13']
['1160', '10087', '0.00', '111.02']
['1166', '9897', '0.00', '111.90']
['1170', '9780', '0.00', '112.78']
['1175', '9618', '0.00', '113.67']
['1182', '9520', '0.00', '114.55']
['1186', '9410', '0.00', '115.44']
['1192', '9288', '0.00', '116.32']
['1201', '9084', '0.00', '117.20']
['1207', '8988', '0.00', '118.09']
['1214', '8842', '0.00', '118.97']
['1224', '8651', '0.00', '119.85']
['1230', '8535', '0.00', '120.74']
['1236', '8435', '0.00', '121.62']
['1248', '8220', '0.00', '122.50']
['1257', '8098', '0.00', '123.39']
['1263', '7968', '0.00', '124.27']
['1271', '7799', '0.00', '125.16']
['1286', '7616', '0.00', '126.04']
['1296', '7469', '0.00', '126.92']
['1307', '7326', '0.00', '127.81']
['1324', '7090', '0.00', '128.69']
['1332', '6936', '0.00', '129.57']
['1343', '6809', '0.00', '130.46']
['1361', '6589', '0.00', '131.34']
['1374', '6435', '0.00', '132.22']
['1390', '6257', '0.00', '133.11']
['1409', '6020', '0.00', '133.99']
['1423', '5874', '0.00', '134.88']
['1438', '5736', '0.00', '135.76']
['1462', '5443', '0.00', '136.64']
['1476', '5287', '0.00', '137.53']
['1491', '5137', '0.00', '138.41']
['1518', '4897', '0.00', '139.29']
['1539', '4742', '0.00', '140.18']
['1557', '4604', '0.00', '141.06']
['1584', '4382', '0.00', '141.94']
['1609', '4249', '0.00', '142.83']
['1630', '4084', '0.00', '143.71']
['1670', '3833', '0.00', '144.60']
['1699', '4004', '0.00', '145.48']
['1716', '4221', '0.00', '146.36']
['1748', '3730', '0.00', '147.25']
['1765', '2966', '0.00', '148.13']
['1773', '2239', '0.00', '149.01']
['1749', '3340', '0.00', '149.90']
['1711', '3256', '1.00', '150.78']
['1109', '11883', '1.00', '20.00']
['1106', '12056', '1.00', '20.88']
['1110', '11898', '1.00', '21.77']
['1116', '11737', '1.00', '22.65']
['1119', '11630', '1.00', '23.53']
['1125', '11529', '1.00', '24.42']
['1130', '11386', '1.00', '25.30']
['1133', '11313', '1.00', '26.19']
['1135', '11291', '1.00', '27.07']
['1140', '11140', '1.00', '27.95']
['1145', '11003', '1.00', '28.84']
['1152', '10902', '1.00', '29.72']
['1162', '10597', '1.00', '30.60']
['1168', '10493', '1.00', '31.49']
['1176', '10304', '1.00', '32.37']
['1186', '10095', '1.00', '33.25']
['1194', '9925', '1.00', '34.14']
['1203', '9681', '1.00', '35.02']
['1217', '9432', '1.00', '35.91']
['1225', '9292', '1.00', '36.79']
['1236', '9080', '1.00', '37.67']
['1252', '8814', '1.00', '38.56']
['1261', '8639', '1.00', '39.44']
['1271', '8448', '1.00', '40.32']
['1288', '8176', '1.00', '41.21']
['1302', '8002', '1.00', '42.09']
['1316', '7809', '1.00', '42.98']
['1334', '7509', '1.00', '43.86']
['1349', '7347', '1.00', '44.74']
['1362', '7138', '1.00', '45.63']
['1377', '6945', '1.00', '46.51']
['1399', '6680', '1.00', '47.39']
['1416', '6501', '1.00', '48.28']
['1435', '6344', '1.00', '49.16']
['1460', '6112', '1.00', '50.04']
['1478', '5980', '1.00', '50.93']
['1498', '5918', '1.00', '51.81']
['1527', '6715', '1.00', '52.70']
['1533', '6749', '1.00', '53.58']
['1526', '6305', '1.00', '54.46']
['1501', '5590', '1.00', '55.35']
['1485', '5494', '1.00', '56.23']
['1468', '5563', '1.00', '57.11']
['1444', '5710', '1.00', '58.00']
['1429', '5831', '1.00', '58.88']
['1411', '5978', '1.00', '59.76']
['1389', '6215', '1.00', '60.65']
['1378', '6323', '1.00', '61.53']
['1367', '6444', '1.00', '62.42']
['1347', '6649', '1.00', '63.30']
['1337', '6773', '1.00', '64.18']
['1328', '6921', '1.00', '65.07']
['1311', '7190', '1.00', '65.95']
['1300', '7264', '1.00', '66.83']
['1294', '7416', '1.00', '67.72']
['1278', '7610', '1.00', '68.60']
['1270', '7766', '1.00', '69.48']
['1263', '7908', '1.00', '70.37']
['1252', '8024', '1.00', '71.25']
['1244', '8236', '1.00', '72.14']
['1237', '8382', '1.00', '73.02']
['1229', '8506', '1.00', '73.90']
['1216', '8733', '1.00', '74.79']
['1211', '8898', '1.00', '75.67']
['1203', '9037', '1.00', '76.55']
['1196', '9244', '1.00', '77.44']
['1190', '9377', '1.00', '78.32']
['1185', '9510', '1.00', '79.21']
['1179', '9632', '1.00', '80.09']
['1173', '9768', '1.00', '80.97']
['1170', '9915', '1.00', '81.86']
['1163', '10087', '1.00', '82.74']
['1158', '10185', '1.00', '83.62']
['1156', '10277', '1.00', '84.51']
['1151', '10482', '1.00', '85.39']
['1148', '10615', '1.00', '86.27']
['1146', '10748', '1.00', '87.16']
['1140', '11029', '1.00', '88.04']
['1138', '11169', '1.00', '88.93']
['1137', '11365', '1.00', '89.81']
['1134', '11656', '1.00', '90.69']
['1132', '11866', '1.00', '91.58']
['1132', '12038', '1.00', '92.46']
['1131', '12355', '1.00', '93.34']
['1130', '12490', '1.00', '94.23']
['1131', '12582', '1.00', '95.11']
['1129', '12754', '1.00', '95.99']
['1130', '12796', '1.00', '96.88']
['1128', '12770', '1.00', '97.76']
['1129', '12704', '1.00', '98.65']
['1130', '12552', '1.00', '99.53']
['1131', '12351', '1.00', '100.41']
['1133', '12158', '1.00', '101.30']
['1132', '11964', '1.00', '102.18']
['1135', '11626', '1.00', '103.06']
['1138', '11363', '1.00', '103.95']
['1140', '11170', '1.00', '104.83']
['1142', '11005', '1.00', '105.71']
['1145', '10745', '1.00', '106.60']
['1147', '10652', '1.00', '107.48']
['1150', '10493', '1.00', '108.37']
['1154', '10338', '1.00', '109.25']
['1159', '10199', '1.00', '110.13']
['1163', '10031', '1.00', '111.02']
['1166', '9899', '1.00', '111.90']
['1171', '9784', '1.00', '112.78']
['1176', '9669', '1.00', '113.67']
['1184', '9479', '1.00', '114.55']
['1188', '9341', '1.00', '115.44']
['1193', '9315', '1.00', '116.32']
['1202', '9093', '1.00', '117.20']
['1208', '8971', '1.00', '118.09']
['1216', '8869', '1.00', '118.97']
['1225', '8638', '1.00', '119.85']
['1232', '8519', '1.00', '120.74']
['1239', '8388', '1.00', '121.62']
['1250', '8164', '1.00', '122.50']
['1258', '8076', '1.00', '123.39']
['1266', '7934', '1.00', '124.27']
['1279', '7732', '1.00', '125.16']
['1287', '7615', '1.00', '126.04']
['1297', '7432', '1.00', '126.92']
['1314', '7221', '1.00', '127.81']
['1323', '7071', '1.00', '128.69']
['1333', '6903', '1.00', '129.57']
['1350', '6736', '1.00', '130.46']
['1362', '6563', '1.00', '131.34']
['1375', '6412', '1.00', '132.22']
['1397', '6174', '1.00', '133.11']
['1410', '5993', '1.00', '133.99']
['1423', '5853', '1.00', '134.88']
['1445', '5617', '1.00', '135.76']
['1461', '5435', '1.00', '136.64']
['1477', '5261', '1.00', '137.53']
['1502', '5034', '1.00', '138.41']
['1519', '4897', '1.00', '139.29']
['1537', '4723', '1.00', '140.18']
['1568', '4527', '1.00', '141.06']
['1587', '4388', '1.00', '141.94']
['1604', '4251', '1.00', '142.83']
['1640', '3982', '1.00', '143.71']
['1667', '3829', '1.00', '144.60']
['1694', '3921', '1.00', '145.48']
['1724', '4077', '1.00', '146.36']
['1740', '3787', '1.00', '147.25']
['1765', '3020', '1.00', '148.13']
['1761', '2726', '1.00', '149.01']
['1751', '3390', '1.00', '149.90']
['1712', '3225', '1.99', '150.78']
['1110', '11882', '1.99', '20.00']
['1106', '11930', '1.99', '20.88']
['1109', '11879', '1.99', '21.77']
['1114', '11774', '1.99', '22.65']
['1120', '11640', '1.99', '23.53']
['1125', '11503', '1.99', '24.42']
['1128', '11388', '1.99', '25.30']
['1134', '11271', '1.99', '26.19']
['1137', '11197', '1.99', '27.07']
['1139', '11177', '1.99', '27.95']
['1145', '11058', '1.99', '28.84']
['1154', '10814', '1.99', '29.72']
['1160', '10680', '1.99', '30.60']
['1167', '10527', '1.99', '31.49']
['1179', '10279', '1.99', '32.37']
['1187', '10103', '1.99', '33.25']
['1194', '9979', '1.99', '34.14']
['1207', '9695', '1.99', '35.02']
['1216', '9531', '1.99', '35.91']
['1226', '9353', '1.99', '36.79']
['1241', '9065', '1.99', '37.67']
['1251', '8853', '1.99', '38.56']
['1260', '8704', '1.99', '39.44']
['1275', '8386', '1.99', '40.32']
['1285', '8252', '1.99', '41.21']
['1300', '8058', '1.99', '42.09']
['1323', '7733', '1.99', '42.98']
['1336', '7543', '1.99', '43.86']
['1346', '7404', '1.99', '44.74']
['1361', '7193', '1.99', '45.63']
['1383', '6897', '1.99', '46.51']
['1400', '6701', '1.99', '47.39']
['1414', '6523', '1.99', '48.28']
['1441', '6259', '1.99', '49.16']
['1457', '6144', '1.99', '50.04']
['1478', '6041', '1.99', '50.93']
['1506', '5969', '1.99', '51.81']
['1526', '6585', '1.99', '52.70']
['1532', '6791', '1.99', '53.58']
['1524', '6178', '1.99', '54.46']
['1507', '5703', '1.99', '55.35']
['1487', '5499', '1.99', '56.23']
['1464', '5593', '1.99', '57.11']
['1449', '5707', '1.99', '58.00']
['1434', '5828', '1.99', '58.88']
['1409', '6063', '1.99', '59.76']
['1396', '6222', '1.99', '60.65']
['1385', '6337', '1.99', '61.53']
['1367', '6493', '1.99', '62.42']
['1357', '6601', '1.99', '63.30']
['1343', '6747', '1.99', '64.18']
['1325', '6990', '1.99', '65.07']
['1317', '7129', '1.99', '65.95']
['1309', '7208', '1.99', '66.83']
['1293', '7464', '1.99', '67.72']
['1284', '7609', '1.99', '68.60']
['1274', '7754', '1.99', '69.48']
['1268', '7919', '1.99', '70.37']
['1254', '8097', '1.99', '71.25']
['1248', '8202', '1.99', '72.14']
['1240', '8324', '1.99', '73.02']
['1228', '8574', '1.99', '73.90']
['1220', '8742', '1.99', '74.79']
['1216', '8849', '1.99', '75.67']
['1204', '9045', '1.99', '76.55']
['1199', '9165', '1.99', '77.44']
['1193', '9310', '1.99', '78.32']
['1185', '9458', '1.99', '79.21']
['1181', '9617', '1.99', '80.09']
['1178', '9721', '1.99', '80.97']
['1170', '9885', '1.99', '81.86']
['1166', '10013', '1.99', '82.74']
['1162', '10126', '1.99', '83.62']
['1157', '10318', '1.99', '84.51']
['1154', '10438', '1.99', '85.39']
['1151', '10530', '1.99', '86.27']
['1145', '10724', '1.99', '87.16']
['1143', '10888', '1.99', '88.04']
['1142', '11100', '1.99', '88.93']
['1138', '11311', '1.99', '89.81']
['1138', '11467', '1.99', '90.69']
['1137', '11695', '1.99', '91.58']
['1134', '11994', '1.99', '92.46']
['1133', '12180', '1.99', '93.34']
['1133', '12296', '1.99', '94.23']
['1132', '12438', '1.99', '95.11']
['1132', '12434', '1.99', '95.99']
['1132', '12505', '1.99', '96.88']
['1132', '12450', '1.99', '97.76']
['1133', '12405', '1.99', '98.65']
['1133', '12313', '1.99', '99.53']
['1134', '12095', '1.99', '100.41']
['1134', '11924', '1.99', '101.30']
['1136', '11759', '1.99', '102.18']
['1138', '11511', '1.99', '103.06']
['1141', '11285', '1.99', '103.95']
['1141', '11128', '1.99', '104.83']
['1145', '10863', '1.99', '105.71']
['1147', '10755', '1.99', '106.60']
['1148', '10664', '1.99', '107.48']
['1154', '10468', '1.99', '108.37']
['1156', '10307', '1.99', '109.25']
['1162', '10231', '1.99', '110.13']
['1166', '10001', '1.99', '111.02']
['1168', '9886', '1.99', '111.90']
['1175', '9808', '1.99', '112.78']
['1181', '9645', '1.99', '113.67']
['1185', '9510', '1.99', '114.55']
['1190', '9359', '1.99', '115.44']
['1198', '9217', '1.99', '116.32']
['1203', '9071', '1.99', '117.20']
['1212', '8956', '1.99', '118.09']
['1220', '8742', '1.99', '118.97']
['1227', '8626', '1.99', '119.85']
['1236', '8529', '1.99', '120.74']
['1245', '8319', '1.99', '121.62']
['1253', '8215', '1.99', '122.50']
['1261', '8080', '1.99', '123.39']
['1272', '7872', '1.99', '124.27']
['1281', '7750', '1.99', '125.16']
['1291', '7595', '1.99', '126.04']
['1306', '7367', '1.99', '126.92']
['1314', '7227', '1.99', '127.81']
['1326', '7053', '1.99', '128.69']
['1341', '6855', '1.99', '129.57']
['1354', '6746', '1.99', '130.46']
['1362', '6583', '1.99', '131.34']
['1385', '6361', '1.99', '132.22']
['1398', '6190', '1.99', '133.11']
['1412', '6015', '1.99', '133.99']
['1431', '5801', '1.99', '134.88']
['1447', '5649', '1.99', '135.76']
['1464', '5457', '1.99', '136.64']
['1486', '5237', '1.99', '137.53']
['1503', '5065', '1.99', '138.41']
['1518', '4923', '1.99', '139.29']
['1550', '4662', '1.99', '140.18']
['1571', '4518', '1.99', '141.06']
['1588', '4388', '1.99', '141.94']
['1620', '4164', '1.99', '142.83']
['1639', '4012', '1.99', '143.71']
['1670', '3861', '1.99', '144.60']
['1707', '4165', '1.99', '145.48']
['1723', '4128', '1.99', '146.36']
['1739', '3816', '1.99', '147.25']
['1770', '2748', '1.99', '148.13']
['1767', '2029', '1.99', '149.01']
['1760', '3450', '1.99', '149.90']
['1715', '3222', '2.99', '150.78']
['1112', '11848', '2.99', '20.00']
['1107', '12019', '2.99', '20.88']
['1111', '11901', '2.99', '21.77']
['1114', '11807', '2.99', '22.65']
['1119', '11647', '2.99', '23.53']
['1125', '11534', '2.99', '24.42']
['1131', '11370', '2.99', '25.30']
['1135', '11273', '2.99', '26.19']
['1137', '11281', '2.99', '27.07']
['1138', '11184', '2.99', '27.95']
['1147', '11004', '2.99', '28.84']
['1152', '10866', '2.99', '29.72']
['1159', '10722', '2.99', '30.60']
['1167', '10480', '2.99', '31.49']
['1174', '10349', '2.99', '32.37']
['1183', '10165', '2.99', '33.25']
['1196', '9896', '2.99', '34.14']
['1202', '9785', '2.99', '35.02']
['1212', '9537', '2.99', '35.91']
['1227', '9297', '2.99', '36.79']
['1236', '9132', '2.99', '37.67']
['1248', '8919', '2.99', '38.56']
['1262', '8640', '2.99', '39.44']
['1272', '8469', '2.99', '40.32']
['1283', '8324', '2.99', '41.21']
['1304', '7989', '2.99', '42.09']
['1316', '7820', '2.99', '42.98']
['1329', '7624', '2.99', '43.86']
['1351', '7341', '2.99', '44.74']
['1363', '7134', '2.99', '45.63']
['1379', '6984', '2.99', '46.51']
['1398', '6754', '2.99', '47.39']
['1420', '6496', '2.99', '48.28']
['1438', '6332', '2.99', '49.16']
['1455', '6198', '2.99', '50.04']
['1482', '6025', '2.99', '50.93']
['1500', '5964', '2.99', '51.81']
['1521', '6416', '2.99', '52.70']
['1536', '6744', '2.99', '53.58']
['1528', '6351', '2.99', '54.46']
['1513', '5806', '2.99', '55.35']
['1484', '5519', '2.99', '56.23']
['1471', '5580', '2.99', '57.11']
['1455', '5681', '2.99', '58.00']
['1433', '5867', '2.99', '58.88']
['1415', '6020', '2.99', '59.76']
['1402', '6214', '2.99', '60.65']
['1383', '6347', '2.99', '61.53']
['1371', '6475', '2.99', '62.42']
['1361', '6577', '2.99', '63.30']
['1343', '6798', '2.99', '64.18']
['1333', '6949', '2.99', '65.07']
['1323', '7085', '2.99', '65.95']
['1308', '7295', '2.99', '66.83']
['1298', '7397', '2.99', '67.72']
['1291', '7528', '2.99', '68.60']
['1275', '7827', '2.99', '69.48']
['1268', '7934', '2.99', '70.37']
['1260', '8063', '2.99', '71.25']
['1248', '8275', '2.99', '72.14']
['1241', '8391', '2.99', '73.02']
['1233', '8558', '2.99', '73.90']
['1225', '8641', '2.99', '74.79']
['1214', '8893', '2.99', '75.67']
['1209', '8985', '2.99', '76.55']
['1202', '9134', '2.99', '77.44']
['1195', '9317', '2.99', '78.32']
['1190', '9424', '2.99', '79.21']
['1185', '9547', '2.99', '80.09']
['1179', '9688', '2.99', '80.97']
['1173', '9830', '2.99', '81.86']
['1169', '9968', '2.99', '82.74']
['1163', '10121', '2.99', '83.62']
['1161', '10211', '2.99', '84.51']
['1157', '10368', '2.99', '85.39']
['1152', '10480', '2.99', '86.27']
['1149', '10610', '2.99', '87.16']
['1147', '10784', '2.99', '88.04']
['1144', '10998', '2.99', '88.93']
['1142', '11159', '2.99', '89.81']
['1139', '11303', '2.99', '90.69']
['1137', '11548', '2.99', '91.58']
['1135', '11680', '2.99', '92.46']
['1134', '11851', '2.99', '93.34']
['1132', '12043', '2.99', '94.23']
['1132', '12156', '2.99', '95.11']
['1132', '12238', '2.99', '95.99']
['1132', '12244', '2.99', '96.88']
['1133', '12197', '2.99', '97.76']
['1134', '12190', '2.99', '98.65']
['1134', '12040', '2.99', '99.53']
['1134', '11903', '2.99', '100.41']
['1135', '11763', '2.99', '101.30']
['1137', '11580', '2.99', '102.18']
['1138', '11413', '2.99', '103.06']
['1140', '11180', '2.99', '103.95']
['1142', '10971', '2.99', '104.83']
['1145', '10813', '2.99', '105.71']
['1147', '10703', '2.99', '106.60']
['1150', '10517', '2.99', '107.48']
['1154', '10457', '2.99', '108.37']
['1157', '10328', '2.99', '109.25']
['1162', '10151', '2.99', '110.13']
['1167', '10015', '2.99', '111.02']
['1170', '9940', '2.99', '111.90']
['1176', '9695', '2.99', '112.78']
['1180', '9611', '2.99', '113.67']
['1187', '9463', '2.99', '114.55']
['1194', '9304', '2.99', '115.44']
['1198', '9220', '2.99', '116.32']
['1203', '9083', '2.99', '117.20']
['1214', '8870', '2.99', '118.09']
['1221', '8694', '2.99', '118.97']
['1227', '8667', '2.99', '119.85']
['1238', '8436', '2.99', '120.74']
['1244', '8336', '2.99', '121.62']
['1254', '8166', '2.99', '122.50']
['1265', '7997', '2.99', '123.39']
['1273', '7867', '2.99', '124.27']
['1280', '7766', '2.99', '125.16']
['1294', '7537', '2.99', '126.04']
['1303', '7417', '2.99', '126.92']
['1314', '7244', '2.99', '127.81']
['1330', '7034', '2.99', '128.69']
['1340', '6885', '2.99', '129.57']
['1353', '6744', '2.99', '130.46']
['1371', '6516', '2.99', '131.34']
['1382', '6380', '2.99', '132.22']
['1397', '6202', '2.99', '133.11']
['1417', '5979', '2.99', '133.99']
['1432', '5805', '2.99', '134.88']
['1447', '5669', '2.99', '135.76']
['1470', '5418', '2.99', '136.64']
['1485', '5277', '2.99', '137.53']
['1500', '5145', '2.99', '138.41']
['1530', '4869', '2.99', '139.29']
['1549', '4700', '2.99', '140.18']
['1568', '4548', '2.99', '141.06']
['1598', '4345', '2.99', '141.94']
['1617', '4193', '2.99', '142.83']
['1638', '4042', '2.99', '143.71']
['1681', '3815', '2.99', '144.60']
['1704', '4004', '2.99', '145.48']
['1724', '4166', '2.99', '146.36']
['1753', '3663', '2.99', '147.25']
['1773', '2886', '2.99', '148.13']
['1776', '2130', '2.99', '149.01']
['1753', '3303', '2.99', '149.90']
['1716', '3226', '3.98', '150.78']
['1109', '11925', '3.98', '20.00']
['1108', '11911', '3.98', '20.88']
['1111', '11915', '3.98', '21.77']
['1117', '11760', '3.98', '22.65']
['1120', '11651', '3.98', '23.53']
['1126', '11609', '3.98', '24.42']
['1132', '11333', '3.98', '25.30']
['1137', '11279', '3.98', '26.19']
['1137', '11245', '3.98', '27.07']
['1141', '11139', '3.98', '27.95']
['1147', '11095', '3.98', '28.84']
['1153', '10921', '3.98', '29.72']
['1162', '10661', '3.98', '30.60']
['1167', '10546', '3.98', '31.49']
['1174', '10379', '3.98', '32.37']
['1185', '10123', '3.98', '33.25']
['1192', '9947', '3.98', '34.14']
['1202', '9793', '3.98', '35.02']
['1215', '9531', '3.98', '35.91']
['1224', '9340', '3.98', '36.79']
['1235', '9146', '3.98', '37.67']
['1250', '8867', '3.98', '38.56']
['1260', '8716', '3.98', '39.44']
['1272', '8530', '3.98', '40.32']
['1289', '8255', '3.98', '41.21']
['1301', '8047', '3.98', '42.09']
['1315', '7871', '3.98', '42.98']
['1335', '7577', '3.98', '43.86']
['1348', '7384', '3.98', '44.74']
['1362', '7173', '3.98', '45.63']
['1386', '6917', '3.98', '46.51']
['1401', '6714', '3.98', '47.39']
['1415', '6557', '3.98', '48.28']
['1441', '6287', '3.98', '49.16']
['1458', '6195', '3.98', '50.04']
['1479', '6048', '3.98', '50.93']
['1496', '5958', '3.98', '51.81']
['1525', '6539', '3.98', '52.70']
['1535', '6816', '3.98', '53.58']
['1532', '6454', '3.98', '54.46']
['1513', '5721', '3.98', '55.35']
['1494', '5536', '3.98', '56.23']
['1476', '5563', '3.98', '57.11']
['1452', '5702', '3.98', '58.00']
['1439', '5814', '3.98', '58.88']
['1420', '5978', '3.98', '59.76']
['1399', '6192', '3.98', '60.65']
['1388', '6302', '3.98', '61.53']
['1374', '6427', '3.98', '62.42']
['1359', '6594', '3.98', '63.30']
['1348', '6753', '3.98', '64.18']
['1336', '6903', '3.98', '65.07']
['1320', '7103', '3.98', '65.95']
['1311', '7208', '3.98', '66.83']
['1301', '7356', '3.98', '67.72']
['1288', '7558', '3.98', '68.60']
['1277', '7720', '3.98', '69.48']
['1271', '7841', '3.98', '70.37']
['1258', '8096', '3.98', '71.25']
['1250', '8186', '3.98', '72.14']
['1244', '8331', '3.98', '73.02']
['1232', '8541', '3.98', '73.90']
['1225', '8700', '3.98', '74.79']
['1217', '8821', '3.98', '75.67']
['1209', '9008', '3.98', '76.55']
['1204', '9122', '3.98', '77.44']
['1198', '9262', '3.98', '78.32']
['1190', '9428', '3.98', '79.21']
['1184', '9542', '3.98', '80.09']
['1181', '9619', '3.98', '80.97']
['1175', '9759', '3.98', '81.86']
['1169', '9942', '3.98', '82.74']
['1164', '10077', '3.98', '83.62']
['1162', '10175', '3.98', '84.51']
['1155', '10289', '3.98', '85.39']
['1154', '10379', '3.98', '86.27']
['1151', '10531', '3.98', '87.16']
['1147', '10751', '3.98', '88.04']
['1145', '10865', '3.98', '88.93']
['1143', '11040', '3.98', '89.81']
['1141', '11187', '3.98', '90.69']
['1140', '11299', '3.98', '91.58']
['1139', '11512', '3.98', '92.46']
['1136', '11703', '3.98', '93.34']
['1135', '11872', '3.98', '94.23']
['1135', '11838', '3.98', '95.11']
['1134', '11904', '3.98', '95.99']
['1134', '12045', '3.98', '96.88']
['1133', '12040', '3.98', '97.76']
['1135', '11848', '3.98', '98.65']
['1135', '11812', '3.98', '99.53']
['1135', '11750', '3.98', '100.41']
['1137', '11605', '3.98', '101.30']
['1138', '11439', '3.98', '102.18']
['1139', '11275', '3.98', '103.06']
['1142', '11057', '3.98', '103.95']
['1144', '10887', '3.98', '104.83']
['1147', '10764', '3.98', '105.71']
['1149', '10614', '3.98', '106.60']
['1152', '10514', '3.98', '107.48']
['1155', '10355', '3.98', '108.37']
['1159', '10207', '3.98', '109.25']
['1163', '10123', '3.98', '110.13']
['1168', '9869', '3.98', '111.02']
['1172', '9797', '3.98', '111.90']
['1177', '9723', '3.98', '112.78']
['1183', '9539', '3.98', '113.67']
['1188', '9390', '3.98', '114.55']
['1193', '9326', '3.98', '115.44']
['1202', '9133', '3.98', '116.32']
['1207', '9027', '3.98', '117.20']
['1213', '8848', '3.98', '118.09']
['1224', '8692', '3.98', '118.97']
['1231', '8590', '3.98', '119.85']
['1238', '8448', '3.98', '120.74']
['1244', '8392', '3.98', '121.62']
['1256', '8130', '3.98', '122.50']
['1264', '7990', '3.98', '123.39']
['1272', '7888', '3.98', '124.27']
['1285', '7714', '3.98', '125.16']
['1291', '7569', '3.98', '126.04']
['1305', '7350', '3.98', '126.92']
['1320', '7169', '3.98', '127.81']
['1329', '7046', '3.98', '128.69']
['1340', '6869', '3.98', '129.57']
['1356', '6665', '3.98', '130.46']
['1368', '6521', '3.98', '131.34']
['1381', '6378', '3.98', '132.22']
['1402', '6134', '3.98', '133.11']
['1416', '5988', '3.98', '133.99']
['1430', '5802', '3.98', '134.88']
['1451', '5596', '3.98', '135.76']
['1467', '5447', '3.98', '136.64']
['1485', '5301', '3.98', '137.53']
['1508', '5082', '3.98', '138.41']
['1524', '4920', '3.98', '139.29']
['1547', '4741', '3.98', '140.18']
['1575', '4489', '3.98', '141.06']
['1593', '4357', '3.98', '141.94']
